listing_id,brand_slug,brand_name_fa,manufacturer,name,model,trim,year,mileage,mileage_unknown,fuel,transmission,body_status,body_status_ordinal,price,scraped_at,source_url,created_at
13f0329d50277187,kmc,کیاموتورز,imported,J7,کی ام سی,اتوماتیک,1404,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,4499000000,2026-08-21 19:55:28.771806,https://bama.ir/car/9m3kheib,2026-08-21 16:25:50
63ea4799ef6ed0ed,kmc,کیاموتورز,imported,ایگل,کی ام سی,1.5 لیتر,1405,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,4740000000,2026-08-21 19:55:28.771806,https://bama.ir/car/p7rtneq9,2026-08-21 16:25:50
65dfe5705e91558c,kmc,کیاموتورز,imported,J7,کی ام سی,اتوماتیک,1405,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2500000000,2026-08-21 19:55:28.771806,https://bama.ir/car/8g04ydfa,2026-08-21 16:25:50
53dfb691c127f490,kmc,کیاموتورز,imported,A5,کی ام سی,1.5 لیتر توربو,1404,4000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,4400000000,2026-08-21 19:55:28.771806,https://bama.ir/car/j0wr4eyx,2026-08-21 16:25:50
7d9aa92e571516a3,kmc,کیاموتورز,imported,J7,کی ام سی,اتوماتیک,1405,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,4180000000,2026-08-21 19:55:28.770783,https://bama.ir/car/nqfdqtw7,2026-08-21 16:25:50
cbe297f306bdc284,kmc,کیاموتورز,imported,T8,کی ام سی,دنده ای,1401,34000.0,0,بنزینی,دنده ای,بدون رنگ,15,3390000000,2026-08-21 19:55:26.444012,https://bama.ir/car/tybrmnwi,2026-08-21 16:25:50
13d3753fe03f1c44,kmc,کیاموتورز,imported,A5,کی ام سی,1.5 لیتر توربو,1403,20000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,3650000000,2026-08-21 19:55:26.443014,https://bama.ir/car/bjo2ya9l,2026-08-21 16:25:50
44236595ac9f5fff,kmc,کیاموتورز,imported,ایگل,کی ام سی,1.5 لیتر,1404,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2400000000,2026-08-21 19:55:26.443014,https://bama.ir/car/uxwqwtfk,2026-08-21 16:25:50
91b48da1ce44e725,kmc,کیاموتورز,imported,T9,کی ام سی,2 لیتر توربو,1404,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,7100000000,2026-08-21 19:55:26.443014,https://bama.ir/car/zamgy52k,2026-08-21 16:25:50
06c9197e6b3675bd,kmc,کیاموتورز,imported,SR3,کی ام سی,1.6 لیتر,1405,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,5350000000,2026-08-21 19:55:26.443014,https://bama.ir/car/rf1ksngc,2026-08-21 16:25:50
67aea8d7e8bb77a3,kmc,کیاموتورز,imported,X5,کی ام سی,1.5 لیتر توربو,1404,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,4450000000,2026-08-21 19:55:26.442013,https://bama.ir/car/qjjophwd,2026-08-21 16:25:50
faa823e174eeffc7,kmc,کیاموتورز,imported,X5,کی ام سی,1.5 لیتر توربو,1405,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,6732000000,2026-08-21 19:55:26.442013,https://bama.ir/car/1bw6aely,2026-08-21 16:25:50
922fa0e0588cf1ee,kmc,کیاموتورز,imported,ایگل,کی ام سی,1.5 لیتر,1405,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,4270000000,2026-08-21 19:55:26.442013,https://bama.ir/car/xeq7keuo,2026-08-21 16:25:50
f8f5e3b82c22c9b8,kmc,کیاموتورز,imported,T9,کی ام سی,2 لیتر توربو,1404,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,6550000000,2026-08-21 19:55:23.917396,https://bama.ir/car/mw0bqusp,2026-08-21 16:25:50
b64c65273a1add1b,kmc,کیاموتورز,imported,T8,کی ام سی,دنده ای,1402,50000.0,0,بنزینی,دنده ای,بدون رنگ,15,4050000000,2026-08-21 19:55:23.916404,https://bama.ir/car/i5pe6ely,2026-08-21 16:25:50
72f6dfa0c5ec9d3b,kmc,کیاموتورز,imported,X5,کی ام سی,1.5 لیتر توربو,1404,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,4350000000,2026-08-21 19:55:23.916404,https://bama.ir/car/8hxkhsue,2026-08-21 16:25:50
383bdf2b24d49611,kmc,کیاموتورز,imported,J7,کی ام سی,اتوماتیک,1403,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,4530000000,2026-08-21 19:55:23.916404,https://bama.ir/car/8tfqwngo,2026-08-21 16:25:50
5bac568b4d5a7182,kmc,کیاموتورز,imported,T8,کی ام سی,دنده ای,1401,19000.0,0,بنزینی,دنده ای,بدون رنگ,15,3850000000,2026-08-21 19:55:23.916404,https://bama.ir/car/gvs3erog,2026-08-21 16:25:50
d3791bd09dad00af,kmc,کیاموتورز,imported,T9,کی ام سی,2 لیتر توربو,1403,35000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,5700000000,2026-08-21 19:55:23.916404,https://bama.ir/car/4ugj78le,2026-08-21 16:25:50
e429ae232ea6b625,kmc,کیاموتورز,imported,T9,کی ام سی,2 لیتر توربو,1404,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,6550000000,2026-08-21 19:55:23.915421,https://bama.ir/car/t36em8s0,2026-08-21 16:25:50
8df9e5c7abae30bb,kmc,کیاموتورز,imported,A5,کی ام سی,1.5 لیتر توربو,1404,18000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,4000000000,2026-08-21 19:55:23.915421,https://bama.ir/car/jzvsueh0,2026-08-21 16:25:50
952f6e5caeac9af7,kmc,کیاموتورز,imported,J7,کی ام سی,اتوماتیک,1403,30000.0,0,بنزینی,اتوماتیک,صافکاری بدون رنگ,6,3750000000,2026-08-21 19:55:23.915421,https://bama.ir/car/bn84asdu,2026-08-21 16:25:50
94d6abbef51c9f66,kmc,کیاموتورز,imported,X5,کی ام سی,1.5 لیتر توربو,1403,25000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,4050000000,2026-08-21 19:55:23.915421,https://bama.ir/car/szdejrfn,2026-08-21 16:25:50
f20d557e4f2a8872,kmc,کیاموتورز,imported,J7,کی ام سی,اتوماتیک,1404,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,4750000000,2026-08-21 19:55:23.915421,https://bama.ir/car/n9zdxhle,2026-08-21 16:25:50
7e1889d17b4f5c88,kmc,کیاموتورز,imported,T9,کی ام سی,2 لیتر توربو,1403,15000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,5900000000,2026-08-21 19:55:23.915421,https://bama.ir/car/xssuokuh,2026-08-21 16:25:50
187d81040c881a04,kmc,کیاموتورز,imported,J7,کی ام سی,اتوماتیک,1402,60000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,3720000000,2026-08-21 19:55:23.914403,https://bama.ir/car/6hvflxza,2026-08-21 16:25:50
bca41366b9956d0d,kmc,کیاموتورز,imported,X5,کی ام سی,1.5 لیتر توربو,1404,10000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,4100000000,2026-08-21 19:55:23.914403,https://bama.ir/car/eazo0dsx,2026-08-21 16:25:50
b69b987a8687e80f,kmc,کیاموتورز,imported,ایگل,کی ام سی,1.5 لیتر,1405,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2680000000,2026-08-21 19:55:23.914403,https://bama.ir/car/mxw8otdf,2026-08-21 16:25:50
f2872bed533d9172,kmc,کیاموتورز,imported,T8,کی ام سی,دنده ای,1402,17000.0,0,بنزینی,دنده ای,بدون رنگ,15,4300000000,2026-08-21 19:55:23.914403,https://bama.ir/car/k78ce3oa,2026-08-21 16:25:50
c99f030efacf340e,kmc,کیاموتورز,imported,ایگل,کی ام سی,1.5 لیتر,1405,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2480000000,2026-08-21 19:55:23.914403,https://bama.ir/car/8avlysoc,2026-08-21 16:25:50
cf3d1719e96b01a2,kmc,کیاموتورز,imported,ایگل,کی ام سی,1.5 لیتر,1405,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2600000000,2026-08-21 19:55:23.914403,https://bama.ir/car/v7ikeclq,2026-08-21 16:25:50
dc0a0d301c1d383d,kmc,کیاموتورز,imported,J7,کی ام سی,اتوماتیک,1405,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,4445000000,2026-08-21 19:55:23.913402,https://bama.ir/car/9sjefoza,2026-08-21 16:25:50
8a2571887218fe22,kmc,کیاموتورز,imported,K7,کی ام سی,اتوماتیک,1401,57000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,3600000000,2026-08-21 19:55:23.913402,https://bama.ir/car/cue4dvgz,2026-08-21 16:25:50
5dc265ec29cf2d87,kmc,کیاموتورز,imported,J7,کی ام سی,اتوماتیک,1402,30000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,3310000000,2026-08-21 19:55:21.026839,https://bama.ir/car/fyyxqtko,2026-08-21 16:25:50
8293697e43e8084f,kmc,کیاموتورز,imported,J7,کی ام سی,اتوماتیک,1404,9500.0,0,بنزینی,اتوماتیک,بدون رنگ,15,4300000000,2026-08-21 19:55:21.026839,https://bama.ir/car/mgwzhlag,2026-08-21 16:25:50
44b2af636f0ffc1d,kmc,کیاموتورز,imported,T8,کی ام سی,دنده ای,1403,20000.0,0,بنزینی,دنده ای,بدون رنگ,15,3050000000,2026-08-21 19:55:21.026839,https://bama.ir/car/fivos0rk,2026-08-21 16:25:50
0ce778eb900c6309,kmc,کیاموتورز,imported,T9,کی ام سی,2 لیتر توربو,1404,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,6610000000,2026-08-21 19:55:21.026839,https://bama.ir/car/xsegnjpk,2026-08-21 16:25:50
b9928330267375c0,kmc,کیاموتورز,imported,T8,کی ام سی,دنده ای,1401,28000.0,0,بنزینی,دنده ای,بدون رنگ,15,3200000000,2026-08-21 19:55:21.026839,https://bama.ir/car/xsjhi7vf,2026-08-21 16:25:50
0cf7f328d976c194,kmc,کیاموتورز,imported,T9,کی ام سی,2 لیتر توربو,1403,10000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,6000000000,2026-08-21 19:55:21.025840,https://bama.ir/car/iwmfgrpn,2026-08-21 16:25:50
3c851397d497b840,kmc,کیاموتورز,imported,K7,کی ام سی,اتوماتیک,1401,12000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,3990000000,2026-08-21 19:55:21.025840,https://bama.ir/car/kahrsse2,2026-08-21 16:25:50
f55f011fc73fc488,kmc,کیاموتورز,imported,J7,کی ام سی,اتوماتیک,1404,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,5250000000,2026-08-21 19:55:21.025840,https://bama.ir/car/ftbodlia,2026-08-21 16:25:50
7038b4d20b82a916,kmc,کیاموتورز,imported,J7,کی ام سی,اتوماتیک,1403,25000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,4050000000,2026-08-21 19:55:21.025840,https://bama.ir/car/9ra7ganp,2026-08-21 16:25:50
3d3f7c0f38877597,kmc,کیاموتورز,imported,T9,کی ام سی,2 لیتر توربو,1403,50000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,5700000000,2026-08-21 19:55:21.025840,https://bama.ir/car/wgqjfc6r,2026-08-21 16:25:50
f65614e4be34e499,kmc,کیاموتورز,imported,T9,کی ام سی,2 لیتر توربو,1403,12000.0,0,بنزینی,اتوماتیک,کاپوت رنگ,9,5300000000,2026-08-21 19:55:21.025840,https://bama.ir/car/kfl9ix8q,2026-08-21 16:25:50
178a8fd04e8402be,kmc,کیاموتورز,imported,X5,کی ام سی,1.5 لیتر توربو,1404,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,4450000000,2026-08-21 19:55:21.024838,https://bama.ir/car/inlvuhjl,2026-08-21 16:25:50
93bfc4f4b8c87296,kmc,کیاموتورز,imported,K7,کی ام سی,اتوماتیک,1401,90000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,3570000000,2026-08-21 19:55:21.024838,https://bama.ir/car/0b7drsma,2026-08-21 16:25:50
f697ecb50556e879,kmc,کیاموتورز,imported,J7,کی ام سی,اتوماتیک,1402,55000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,3800000000,2026-08-21 19:55:21.024838,https://bama.ir/car/zgnw7frt,2026-08-21 16:25:50
d2a8e8f2613ae4dd,kmc,کیاموتورز,imported,J7,کی ام سی,اتوماتیک,1403,30000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,3750000000,2026-08-21 19:55:21.024838,https://bama.ir/car/zvm4lmpg,2026-08-21 16:25:50
38bb9c84ef4dff9a,kmc,کیاموتورز,imported,J7,کی ام سی,اتوماتیک,1403,15000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,4100000000,2026-08-21 19:55:21.024838,https://bama.ir/car/zbwhfoq5,2026-08-21 16:25:50
758552d54acb433c,kmc,کیاموتورز,imported,ایگل,کی ام سی,1.5 لیتر,1405,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2450000000,2026-08-21 19:55:21.024838,https://bama.ir/car/q4l5fbpi,2026-08-21 16:25:50
3a788f2b91d3343a,kmc,کیاموتورز,imported,ایگل,کی ام سی,1.5 لیتر,1404,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2450000000,2026-08-21 19:55:18.315746,https://bama.ir/car/gxbppjbt,2026-08-21 16:25:50
8f9ce73494def8b5,kmc,کیاموتورز,imported,T8,کی ام سی,دنده ای,1403,27000.0,0,بنزینی,دنده ای,بدون رنگ,15,4350000000,2026-08-21 19:55:18.315746,https://bama.ir/car/lwemtfsd,2026-08-21 16:25:50
e603e28d9ed63d14,kmc,کیاموتورز,imported,J7,کی ام سی,اتوماتیک,1403,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,4500000000,2026-08-21 19:55:18.315746,https://bama.ir/car/nylju4d8,2026-08-21 16:25:50
396f7c802bca33c6,kmc,کیاموتورز,imported,J7,کی ام سی,اتوماتیک,1404,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,4820000000,2026-08-21 19:55:18.314749,https://bama.ir/car/tvep1sj0,2026-08-21 16:25:50
a97425f475eb7c31,kmc,کیاموتورز,imported,ایگل,کی ام سی,1.5 لیتر,1405,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2490000000,2026-08-21 19:55:18.314749,https://bama.ir/car/t9sug24w,2026-08-21 16:25:50
f841badb71f8d472,kmc,کیاموتورز,imported,ایگل,کی ام سی,1.5 لیتر,1404,2100.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2380000000,2026-08-21 19:55:18.314749,https://bama.ir/car/wtffkhui,2026-08-21 16:25:50
3cdc273fc89184a5,kmc,کیاموتورز,imported,K7,کی ام سی,اتوماتیک,1401,63500.0,0,بنزینی,اتوماتیک,یک لکه رنگ,14,3500000000,2026-08-21 19:55:18.314749,https://bama.ir/car/ntoujmxq,2026-08-21 16:25:50
bb36890fbfeee447,kmc,کیاموتورز,imported,X5,کی ام سی,1.5 لیتر توربو,1403,23000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,3850000000,2026-08-21 19:55:18.314749,https://bama.ir/car/4kfg9v6p,2026-08-21 16:25:50
4b247b1411f2bcde,kmc,کیاموتورز,imported,T9,کی ام سی,2 لیتر توربو,1405,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,6820000000,2026-08-21 19:55:18.314749,https://bama.ir/car/awgf52lq,2026-08-21 16:25:50
e1211917012aed29,kmc,کیاموتورز,imported,X5,کی ام سی,1.5 لیتر توربو,1403,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,4200000000,2026-08-21 19:55:18.313745,https://bama.ir/car/tqypxazj,2026-08-21 16:25:50
c6e807758eb386b8,kmc,کیاموتورز,imported,ایگل,کی ام سی,1.5 لیتر,1405,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2550000000,2026-08-21 19:55:18.313745,https://bama.ir/car/tspakaxq,2026-08-21 16:25:50
023b13077bee3430,kmc,کیاموتورز,imported,J7,کی ام سی,اتوماتیک,1402,18000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,3800000000,2026-08-21 19:55:18.313745,https://bama.ir/car/kskjlw9y,2026-08-21 16:25:50
c9211b61c67ddded,kmc,کیاموتورز,imported,T9,کی ام سی,2 لیتر توربو,1404,29000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,5990000000,2026-08-21 19:55:18.313745,https://bama.ir/car/utac7vnr,2026-08-21 16:25:50
eaab8acc593d1a2b,kmc,کیاموتورز,imported,ایگل,کی ام سی,1.5 لیتر,1404,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2500000000,2026-08-21 19:55:18.313745,https://bama.ir/car/didrccwb,2026-08-21 16:25:50
2d1cdbddfca3ddd0,kmc,کیاموتورز,imported,T8,کی ام سی,دنده ای,1403,43000.0,0,بنزینی,دنده ای,بدون رنگ,15,3750000000,2026-08-21 19:55:18.313745,https://bama.ir/car/5dbfxyed,2026-08-21 16:25:50
e78a97bb469bbf71,kmc,کیاموتورز,imported,J7,کی ام سی,اتوماتیک,1405,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,4700000000,2026-08-21 19:55:18.312740,https://bama.ir/car/vpacoqnk,2026-08-21 16:25:50
9a9d2bff49aa58b5,kmc,کیاموتورز,imported,ایگل,کی ام سی,1.5 لیتر,1405,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2450000000,2026-08-21 19:55:18.312740,https://bama.ir/car/sy79ztrh,2026-08-21 16:25:50
b84c012d662ab5e0,kmc,کیاموتورز,imported,X5,کی ام سی,1.5 لیتر توربو,1404,10600.0,0,بنزینی,اتوماتیک,بدون رنگ,15,4120000000,2026-08-21 19:55:18.312740,https://bama.ir/car/qz2y1cly,2026-08-21 16:25:50
3af32e164189510d,kmc,کیاموتورز,imported,J7,کی ام سی,اتوماتیک,1403,39000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,3700000000,2026-08-21 19:55:18.312740,https://bama.ir/car/kih8jbcs,2026-08-21 16:25:50
a9dc7a8751e5db5e,kmc,کیاموتورز,imported,T8,کی ام سی,دنده ای,1403,35000.0,0,بنزینی,دنده ای,بدون رنگ,15,3950000000,2026-08-21 19:55:18.312740,https://bama.ir/car/swgnp8h7,2026-08-21 16:25:50
1b11b0d9322e8dfc,kmc,کیاموتورز,imported,ایگل,کی ام سی,1.5 لیتر,1405,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2600000000,2026-08-21 19:55:18.312740,https://bama.ir/car/blsfqshr,2026-08-21 16:25:50
44e6750fa082caae,kmc,کیاموتورز,imported,X5,کی ام سی,1.5 لیتر توربو,1404,7000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,4170000000,2026-08-21 19:55:15.411433,https://bama.ir/car/sqoypjin,2026-08-21 16:25:50
202bbd4053f10781,kmc,کیاموتورز,imported,X5,کی ام سی,1.5 لیتر توربو,1403,12000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,4050000000,2026-08-21 19:55:15.411433,https://bama.ir/car/3ouhlmt6,2026-08-21 16:25:50
caa55bf20986bac7,kmc,کیاموتورز,imported,J7,کی ام سی,اتوماتیک,1405,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,4380000000,2026-08-21 19:55:15.410447,https://bama.ir/car/jwrsfbrt,2026-08-21 16:25:50
7a9dddb2206f2240,kmc,کیاموتورز,imported,X5,کی ام سی,1.5 لیتر توربو,1405,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,4150000000,2026-08-21 19:55:15.410447,https://bama.ir/car/ewjxmdip,2026-08-21 16:25:50
93f17f610413f8a6,kmc,کیاموتورز,imported,T8,کی ام سی,دنده ای,1402,39500.0,0,بنزینی,دنده ای,بدون رنگ,15,4180000000,2026-08-21 19:55:15.410447,https://bama.ir/car/wqzojoe3,2026-08-21 16:25:50
00ede4845daf2fc6,kmc,کیاموتورز,imported,T9,کی ام سی,2 لیتر توربو,1405,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,6700000000,2026-08-21 19:55:15.410447,https://bama.ir/car/qp3p1hrd,2026-08-21 16:25:50
66e133cb3e63adda,kmc,کیاموتورز,imported,ایگل,کی ام سی,1.5 لیتر,1404,5000.0,0,بنزینی,اتوماتیک,صافکاری بدون رنگ,6,2100000000,2026-08-21 19:55:15.410447,https://bama.ir/car/fdm1bzss,2026-08-21 16:25:50
af4b3fad7aa8629e,kmc,کیاموتورز,imported,ایگل,کی ام سی,1.5 لیتر,1405,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2430000000,2026-08-21 19:55:15.409430,https://bama.ir/car/htxfih4s,2026-08-21 16:25:50
39e0620d8bf360ee,kmc,کیاموتورز,imported,K7,کی ام سی,اتوماتیک,1402,45000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,4450000000,2026-08-21 19:55:15.409430,https://bama.ir/car/dxvaleay,2026-08-21 16:25:50
1b2c158dd2d748ec,kmc,کیاموتورز,imported,K7,کی ام سی,اتوماتیک,1401,30000.0,0,بنزینی,اتوماتیک,یک لکه رنگ,14,3650000000,2026-08-21 19:55:15.409430,https://bama.ir/car/1ba5qyfx,2026-08-21 16:25:50
6fdb7d4864a9ed1d,kmc,کیاموتورز,imported,J7,کی ام سی,اتوماتیک,1402,33000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,3700000000,2026-08-21 19:55:15.409430,https://bama.ir/car/ogrx7zi8,2026-08-21 16:25:50
1445738c21d3b7d3,kmc,کیاموتورز,imported,J7,کی ام سی,اتوماتیک,1403,2660.0,0,بنزینی,اتوماتیک,بدون رنگ,15,4140000000,2026-08-21 19:55:15.409430,https://bama.ir/car/w6ligazh,2026-08-21 16:25:50
